account_id,rf_proba,iso_score,group
A00000,0.0,0.4472307689918085,Normal account
A00001,0.0,0.3894872764512149,Normal account
A00002,0.0,0.4045264247148848,Normal account
A00003,0.0,0.4112169112659711,Normal account
A00004,0.0,0.4940148656062082,Normal account
A00005,0.0,0.4389863861446819,Normal account
A00006,0.0,0.425516267294973,Normal account
A00007,0.0,0.4218652989676969,Normal account
A00008,0.0,0.4713901947647372,Normal account
A00009,0.0,0.4115172765597919,Normal account
A00010,0.0,0.4063469174928887,Normal account
A00011,0.0,0.4479667824872956,Normal account
A00012,0.0,0.463717228350116,Normal account
A00013,0.0,0.4037572369841515,Normal account
A00014,0.0,0.4344264170762704,Normal account
A00015,0.0,0.3960029704119442,Normal account
A00016,0.0,0.4731332518993132,Normal account
A00017,0.0,0.507797168738376,Normal account
A00018,0.0,0.5031741905856567,Normal account
A00019,0.0,0.4383128539427571,Normal account
A00020,0.0,0.4914285434786754,Normal account
A00021,0.0,0.4270480345243043,Normal account
A00022,0.0,0.3970186087878249,Normal account
A00023,0.0,0.4250233394607347,Normal account
A00024,0.0,0.4135473784099741,Normal account
A00025,0.0,0.4706787150450917,Normal account
A00026,0.0,0.410092084203316,Normal account
A00027,0.0,0.5606262609806776,Normal account
A00028,0.0,0.4446201322280427,Normal account
A00029,0.0,0.4084865020130654,Normal account
A00030,0.0,0.4050089973086311,Normal account
A00031,0.0,0.3867985744699321,Normal account
A00032,0.0,0.3795782299678803,Normal account
A00033,0.0,0.4092264850363206,Normal account
A00034,0.0,0.4327742790043817,Normal account
A00035,0.0,0.4937481801665072,Normal account
A00036,0.0,0.4885290403906044,Normal account
A00037,0.0,0.4631028035760904,Normal account
A00038,0.0,0.3866802324914435,Normal account
A00039,0.0,0.3832557298840832,Normal account
A00040,0.0,0.4141268829579964,Normal account
A00041,0.0,0.5102933713851603,Normal account
A00042,0.0,0.40812073930547,Normal account
A00043,0.0,0.3979924127868323,Normal account
A00044,0.0,0.3961650930980163,Normal account
A00045,0.0,0.4579330514071736,Normal account
A00046,0.0,0.4252396601418519,Normal account
A00047,0.0,0.529531814428856,Normal account
A00048,0.0,0.4589051574976322,Normal account
A00049,0.0,0.5085602850249873,Normal account
A00050,0.0,0.4169558812872851,Normal account
A00051,0.0,0.4653855779340664,Normal account
A00052,0.0,0.4465311286362688,Normal account
A00053,0.0,0.5317594229172667,Normal account
A00054,0.0,0.3862761931487727,Normal account
A00055,0.0,0.4162229138294488,Normal account
A00056,0.0,0.4010019987984297,Normal account
A00057,0.0,0.4292531034876948,Normal account
A00058,0.0,0.5283947432494244,Normal account
A00059,0.0,0.5017240644300681,Normal account
A00060,0.0,0.598852023969555,Normal account
A00061,0.0,0.4073781956704129,Normal account
A00062,0.0,0.4018520411898443,Normal account
A00063,0.0,0.3918933035352389,Normal account
A00064,0.0,0.4208961093877582,Normal account
A00065,0.0,0.43737279056877,Normal account
A00066,0.0,0.4872318665644771,Normal account
A00067,0.0,0.6069416163589172,Normal account
A00068,0.0,0.4876026742597402,Normal account
A00069,0.0,0.4659518990681828,Normal account
A00070,0.0,0.3957365113999785,Normal account
A00071,0.0,0.3978985974935821,Normal account
A00072,0.0,0.3928923163942432,Normal account
A00073,0.0,0.4234748668320469,Normal account
A00074,0.0,0.5091990296198108,Normal account
A00075,0.0,0.3975692952027231,Normal account
A00076,0.0,0.4354851248342578,Normal account
A00077,0.0,0.630495577675257,Normal account
A00078,0.0,0.4643455370509528,Normal account
A00079,0.0,0.416541157104931,Normal account
A00080,0.0,0.4101733459773472,Normal account
A00081,0.0,0.3869032195428126,Normal account
A00082,0.0,0.4504872159672944,Normal account
A00083,0.0,0.4227377245104704,Normal account
A00084,0.0,0.5280119838896054,Normal account
A00085,0.0,0.5231067225024572,Normal account
A00086,0.0,0.4052737144761119,Normal account
A00087,0.0,0.4157346260877131,Normal account
A00088,0.0,0.4455360660667197,Normal account
A00089,0.0,0.4140728694709084,Normal account
A00090,0.0,0.4387018341535285,Normal account
A00091,0.0,0.3864983248099694,Normal account
A00092,0.0,0.4077052726623624,Normal account
A00093,0.0,0.4562983067902705,Normal account
A00094,0.0,0.4479328377683292,Normal account
A00095,0.0,0.4755832958990874,Normal account
A00096,0.0,0.4155230420916583,Normal account
A00097,0.0,0.5479055572395859,Normal account
A00098,0.0,0.525474590825046,Normal account
A00099,0.0,0.4751121159555387,Normal account
A00100,0.0,0.4144761398778144,Normal account
A00101,0.0,0.3948588567993455,Normal account
A00102,0.0,0.379363417509247,Normal account
A00103,0.0,0.4295400887873323,Normal account
A00104,0.0,0.4986349827384744,Normal account
A00105,0.0,0.4076927687170469,Normal account
A00106,0.0,0.3971856318882156,Normal account
A00107,0.0,0.3985425381231338,Normal account
A00108,0.0,0.4846170828129527,Normal account
A00109,0.0,0.3835782581141792,Normal account
A00110,0.0,0.5320189791040159,Normal account
A00111,0.0,0.4293332080764968,Normal account
A00112,0.0,0.4093375141935008,Normal account
A00113,0.0,0.5021654703838855,Normal account
A00114,0.0,0.4068440876648935,Normal account
A00115,0.0,0.3878556858661658,Normal account
A00116,0.0,0.4047510817452618,Normal account
A00117,0.0,0.3976230130085648,Normal account
A00118,0.0,0.4044628851673674,Normal account
A00119,0.0,0.395628662351606,Normal account
A00120,0.0,0.4824825993535236,Normal account
A00121,0.0,0.3841215029808354,Normal account
A00122,0.0,0.4737149572706321,Normal account
A00123,0.0,0.3972881399954678,Normal account
A00124,0.0,0.4712564391023862,Normal account
A00125,0.0,0.4119253777620542,Normal account
A00126,0.0,0.4188514313877212,Normal account
A00127,0.0,0.5453204808036388,Normal account
A00128,0.0,0.526548728431937,Normal account
A00129,0.0,0.398693188108485,Normal account
A00130,0.0,0.3921488760837758,Normal account
A00131,0.0,0.4561575465412256,Normal account
A00132,0.0,0.4319064543379023,Normal account
A00133,0.0,0.4343420479946278,Normal account
A00134,0.0,0.4858182915003968,Normal account
A00135,0.0,0.5140519762895248,Normal account
A00136,0.0,0.4447135646799351,Normal account
A00137,0.0,0.4091565673108979,Normal account
A00138,0.0,0.4359897767143028,Normal account
A00139,0.0,0.4899899593261129,Normal account
A00140,0.0,0.3991888855783692,Normal account
A00141,0.0,0.3881542861015183,Normal account
A00142,0.0,0.4414763307245705,Normal account
A00143,0.0,0.4345950387108557,Normal account
A00144,0.0,0.4055208304713241,Normal account
A00145,0.0,0.4036741929755773,Normal account
A00146,0.0,0.4495728820306101,Normal account
A00147,0.0,0.3913801944846304,Normal account
A00148,0.0,0.3922268208162412,Normal account
A00149,0.0,0.5290244232585826,Normal account
A00150,0.0,0.4272436694577402,Normal account
A00151,0.0,0.4375268080265139,Normal account
A00152,0.0,0.472367814747068,Normal account
A00153,0.0,0.4178724739461502,Normal account
A00154,0.0,0.4911644833768041,Normal account
A00155,0.0,0.4022605225482879,Normal account
A00156,0.0,0.4166519385001649,Normal account
A00157,0.0,0.3987465047298134,Normal account
A00158,0.0,0.4105863217893071,Normal account
A00159,0.0,0.4300152690821738,Normal account
A00160,0.0,0.5361029959003037,Normal account
A00161,0.0,0.4214317186927936,Normal account
A00162,0.0,0.3936287567623499,Normal account
A00163,0.0,0.5052691643382963,Normal account
A00164,0.0,0.4956509544518697,Normal account
A00165,0.0,0.4167135442621519,Normal account
A00166,0.0,0.450428513526884,Normal account
A00167,0.0,0.3950046331818895,Normal account
A00168,0.0,0.3951574687413435,Normal account
A00169,0.0,0.4710424045725406,Normal account
A00170,0.0,0.6276007483178395,Normal account
A00171,0.0,0.4069377962642806,Normal account
A00172,0.0,0.3917314324354752,Normal account
A00173,0.0,0.458282885164768,Normal account
A00174,0.0,0.3943408100609459,Normal account
A00175,0.0,0.5042161669457715,Normal account
A00176,0.0,0.4240233160502079,Normal account
A00177,0.0,0.403228192120673,Normal account
A00178,0.0,0.4032436872607236,Normal account
A00179,0.0,0.4106574299857683,Normal account
A00180,0.0,0.4564819939123722,Normal account
A00181,0.0,0.3991360749926309,Normal account
A00182,0.0,0.4389930693370333,Normal account
A00183,0.0,0.4217965718837994,Normal account
A00184,0.0,0.4485442135481767,Normal account
A00185,0.0,0.4093272295078077,Normal account
A00186,0.0,0.4067477147288448,Normal account
A00187,0.0,0.5498888392313586,Normal account
A00188,0.0,0.4486168316856709,Normal account
A00189,0.0,0.3861299459766343,Normal account
A00190,0.0,0.4367914348349179,Normal account
A00191,0.0,0.4101769700101023,Normal account
A00192,0.0,0.4614543256122255,Normal account
A00193,0.0,0.429383157371149,Normal account
A00194,0.0,0.4693744401498357,Normal account
A00195,0.0,0.3939673872096603,Normal account
A00196,0.0,0.378841998959534,Normal account
A00197,0.0,0.5010775657648717,Normal account
A00198,0.0,0.3928325209102914,Normal account
A00199,0.0,0.4219429145339491,Normal account
